direction,modern_section,modern_title,legacy_section,legacy_title,score,reason
companies_2013_to_1956,238,Registration of offer of schemes involving transfer of shares.—(1) In relation to every offer of,108B,RESTRICTION ON TRANSFER OF SHARES,2.750,"shared_keywords=['shares', 'transfer']; title_jaccard=0.25"
companies_1956_to_2013,238,Registration of offer of schemes involving transfer of shares.—(1) In relation to every offer of,108B,RESTRICTION ON TRANSFER OF SHARES,2.750,"shared_keywords=['shares', 'transfer']; title_jaccard=0.25"
companies_2013_to_1956,273,"Powers of Tribunal.—(1) The Tribunal may, on receipt of a petition for winding up under section",102,ORDER CONFIRMING REDUCTION AND POWERS OF 1[TRIBUNAL] ON MAKING SUCH ORDER,2.750,"shared_keywords=['powers', 'tribunal']; title_jaccard=0.25"
companies_1956_to_2013,273,"Powers of Tribunal.—(1) The Tribunal may, on receipt of a petition for winding up under section",102,ORDER CONFIRMING REDUCTION AND POWERS OF 1[TRIBUNAL] ON MAKING SUCH ORDER,2.750,"shared_keywords=['powers', 'tribunal']; title_jaccard=0.25"
companies_2013_to_1956,312,[Notice of appointment of Company Liquidator to be given to Registrar.]Omitted by s. 255 and the,156,NOTICE TO REGISTRAR OF RECTIFICATION OF REGISTER,2.750,"shared_keywords=['notice', 'registrar']; title_jaccard=0.25"
companies_1956_to_2013,312,[Notice of appointment of Company Liquidator to be given to Registrar.]Omitted by s. 255 and the,156,NOTICE TO REGISTRAR OF RECTIFICATION OF REGISTER,2.750,"shared_keywords=['notice', 'registrar']; title_jaccard=0.25"
companies_2013_to_1956,378D,Membership and voting rights of Members of Producer Company.— (1)(a) In a case where,214,RIGHTS OF HOLDING COMPANY'S REPRESENTATIVES AND MEMBERS,2.750,"shared_keywords=['members', 'rights']; title_jaccard=0.25"
companies_1956_to_2013,378D,Membership and voting rights of Members of Producer Company.— (1)(a) In a case where,214,RIGHTS OF HOLDING COMPANY'S REPRESENTATIVES AND MEMBERS,2.750,"shared_keywords=['members', 'rights']; title_jaccard=0.25"
companies_2013_to_1956,453,Punishment for improper use of “Limited” or “Private Limited”.—If any person or persons,24,CHANGE OF NAME OF EXISTING PRIVATE LIMITED COMPANIES,2.750,"shared_keywords=['limited', 'private']; title_jaccard=0.25"
companies_1956_to_2013,453,Punishment for improper use of “Limited” or “Private Limited”.—If any person or persons,24,CHANGE OF NAME OF EXISTING PRIVATE LIMITED COMPANIES,2.750,"shared_keywords=['limited', 'private']; title_jaccard=0.25"
companies_2013_to_1956,63,"Issue of bonus shares.—(1) A company may issue fully paid -up bonus shares to its members, in",104,LIABILITY OF MEMBERS IN RESPECT OF REDUCED SHARES,2.667,"shared_keywords=['members', 'shares']; title_jaccard=0.22"
companies_1956_to_2013,63,"Issue of bonus shares.—(1) A company may issue fully paid -up bonus shares to its members, in",104,LIABILITY OF MEMBERS IN RESPECT OF REDUCED SHARES,2.667,"shared_keywords=['members', 'shares']; title_jaccard=0.22"
companies_2013_to_1956,78,Application for registration of charge. —Where a company fails to 3[register the charge within,145,APPLICATION OF PART TO CHARGES REQUIRING REGISTRATION UNDER IT BUT NOT UNDER,2.667,"shared_keywords=['application', 'registration']; title_jaccard=0.22"
companies_1956_to_2013,78,Application for registration of charge. —Where a company fails to 3[register the charge within,145,APPLICATION OF PART TO CHARGES REQUIRING REGISTRATION UNDER IT BUT NOT UNDER,2.667,"shared_keywords=['application', 'registration']; title_jaccard=0.22"
companies_2013_to_1956,92,Annual return.—(1) Every company shall prepare a return (hereinafter referred to as the annual,160,ANNUAL RETURN TO BE MADE BY COMPANY NOT HAVING A SHARE CAPITAL,2.667,"shared_keywords=['annual', 'return']; title_jaccard=0.22"
companies_1956_to_2013,92,Annual return.—(1) Every company shall prepare a return (hereinafter referred to as the annual,160,ANNUAL RETURN TO BE MADE BY COMPANY NOT HAVING A SHARE CAPITAL,2.667,"shared_keywords=['annual', 'return']; title_jaccard=0.22"
companies_2013_to_1956,101,Notice of meeting.—(1) A general meeting of a company may be called by giving not less than,171,LENGTH OF NOTICE FOR CALLING MEETING,2.667,"shared_keywords=['meeting', 'notice']; title_jaccard=0.22"
companies_1956_to_2013,101,Notice of meeting.—(1) A general meeting of a company may be called by giving not less than,171,LENGTH OF NOTICE FOR CALLING MEETING,2.667,"shared_keywords=['meeting', 'notice']; title_jaccard=0.22"
companies_2013_to_1956,137,"Copy of financial statement to be filed with Registrar.—(1) A copy of the financial statements,",44,PROSPECTUS OR STATEMENT IN LIEU OF PROSPECTUS TO BE FILED BY PRIVATE COMPANY ON,2.667,"shared_keywords=['filed', 'statement']; title_jaccard=0.22"
companies_1956_to_2013,137,"Copy of financial statement to be filed with Registrar.—(1) A copy of the financial statements,",44,PROSPECTUS OR STATEMENT IN LIEU OF PROSPECTUS TO BE FILED BY PRIVATE COMPANY ON,2.667,"shared_keywords=['filed', 'statement']; title_jaccard=0.22"
companies_2013_to_1956,147,Punishment for contravention. —(1) If any of the provisions of sections 139 to 146 (both,108I,PENALTY FOR ACQUISITION OR TRANSFER OF SHARE IN CONTRAVENTION OF SECTIONS 108A TO,2.667,"shared_keywords=['contravention', 'sections']; title_jaccard=0.22"
companies_1956_to_2013,147,Punishment for contravention. —(1) If any of the provisions of sections 139 to 146 (both,108I,PENALTY FOR ACQUISITION OR TRANSFER OF SHARE IN CONTRAVENTION OF SECTIONS 108A TO,2.667,"shared_keywords=['contravention', 'sections']; title_jaccard=0.22"
companies_2013_to_1956,213,"Investigation into company’s affairs in other cases.—The Tribunal may,",187D,INVESTIGATION OF BENEFICIAL OWNERSHIP OF SHARES IN CERTAIN CASES,2.667,"shared_keywords=['cases', 'investigation']; title_jaccard=0.22"
companies_1956_to_2013,213,"Investigation into company’s affairs in other cases.—The Tribunal may,",187D,INVESTIGATION OF BENEFICIAL OWNERSHIP OF SHARES IN CERTAIN CASES,2.667,"shared_keywords=['cases', 'investigation']; title_jaccard=0.22"
companies_2013_to_1956,286,"Obligations of directors and managers.—In the case of a limited company, any person who is",27,"REGULATIONS REQUIRED IN CASE OF UNLIMITED COMPANY, COMPANY LIMITED BY GUARANTEE OR",2.667,"shared_keywords=['case', 'limited']; title_jaccard=0.22"
companies_1956_to_2013,286,"Obligations of directors and managers.—In the case of a limited company, any person who is",27,"REGULATIONS REQUIRED IN CASE OF UNLIMITED COMPANY, COMPANY LIMITED BY GUARANTEE OR",2.667,"shared_keywords=['case', 'limited']; title_jaccard=0.22"
companies_2013_to_1956,340,"Power of Tribunal to assess damages against delinquent directors, etc. —(1) If in the course",10D,"APPEALS AGAINST DECISIONS, ETC., OF THE TRIBUNAL",2.667,"shared_keywords=['against', 'tribunal']; title_jaccard=0.22"
companies_1956_to_2013,340,"Power of Tribunal to assess damages against delinquent directors, etc. —(1) If in the course",10D,"APPEALS AGAINST DECISIONS, ETC., OF THE TRIBUNAL",2.667,"shared_keywords=['against', 'tribunal']; title_jaccard=0.22"
companies_2013_to_1956,378Z,"Voting rights.— Save as otherwise provided in sub-sections (1) and (3) of section 378D, every",117,DEBENTURES WITH VOTING RIGHTS NOT TO BE ISSUED HEREAFTER,2.667,"shared_keywords=['rights', 'voting']; title_jaccard=0.22"
companies_1956_to_2013,378Z,"Voting rights.— Save as otherwise provided in sub-sections (1) and (3) of section 378D, every",117,DEBENTURES WITH VOTING RIGHTS NOT TO BE ISSUED HEREAFTER,2.667,"shared_keywords=['rights', 'voting']; title_jaccard=0.22"
companies_2013_to_1956,416,"Resignation of Members. —The President, the Chairperson or any Member may, by notice in",97,NOTICE OF INCREASE OF SHARE CAPITAL OR OF MEMBERS,2.667,"shared_keywords=['members', 'notice']; title_jaccard=0.22"
companies_1956_to_2013,416,"Resignation of Members. —The President, the Chairperson or any Member may, by notice in",97,NOTICE OF INCREASE OF SHARE CAPITAL OR OF MEMBERS,2.667,"shared_keywords=['members', 'notice']; title_jaccard=0.22"
companies_2013_to_1956,457,Non-disclosure of information in certain cases. —Notwithstanding anything contained in any,208,POWER OF COMPANY TO PAY INTEREST OUT OF CAPITAL IN CERTAIN CASES,2.667,"shared_keywords=['cases', 'certain']; title_jaccard=0.22"
companies_1956_to_2013,457,Non-disclosure of information in certain cases. —Notwithstanding anything contained in any,208,POWER OF COMPANY TO PAY INTEREST OUT OF CAPITAL IN CERTAIN CASES,2.667,"shared_keywords=['cases', 'certain']; title_jaccard=0.22"
companies_2013_to_1956,104,"Chairman of meetings.—(1) Unless the articles of the company otherwise provide, the members",39,"COPIES OF MEMORANDUM AND ARTICLES, ETC., TO BE GIVEN TO MEMBERS",2.600,"shared_keywords=['articles', 'members']; title_jaccard=0.20"
companies_1956_to_2013,104,"Chairman of meetings.—(1) Unless the articles of the company otherwise provide, the members",39,"COPIES OF MEMORANDUM AND ARTICLES, ETC., TO BE GIVEN TO MEMBERS",2.600,"shared_keywords=['articles', 'members']; title_jaccard=0.20"
companies_2013_to_1956,196,"Appointment of managing director, whole-time director or manager.—(1) No company shall",204A,RESTRICTIONS ON THE APPOINTMENT OF FORMER MANAGING AGENTS OR SECRETARIES AND,2.600,"shared_keywords=['appointment', 'managing']; title_jaccard=0.20"
companies_1956_to_2013,196,"Appointment of managing director, whole-time director or manager.—(1) No company shall",204A,RESTRICTIONS ON THE APPOINTMENT OF FORMER MANAGING AGENTS OR SECRETARIES AND,2.600,"shared_keywords=['appointment', 'managing']; title_jaccard=0.20"
companies_2013_to_1956,255,[Exclusion of certain time in computing period of limitation.] Omitted by s. 255 and the Eleventh,113,LIMITATION OF TIME FOR ISSUE OF CERTIFICATES,2.600,"shared_keywords=['limitation', 'time']; title_jaccard=0.20"
companies_1956_to_2013,255,[Exclusion of certain time in computing period of limitation.] Omitted by s. 255 and the Eleventh,113,LIMITATION OF TIME FOR ISSUE OF CERTIFICATES,2.600,"shared_keywords=['limitation', 'time']; title_jaccard=0.20"
companies_2013_to_1956,287,"Advisory committee.—(1) The Tribunal may, while passing an order of winding up of a company,",210A,CONSTITUTION OF NATIONAL ADVISORY COMMITTEE ON ACCOUNT-ING STANDARDS,2.600,"shared_keywords=['advisory', 'committee']; title_jaccard=0.20"
companies_1956_to_2013,287,"Advisory committee.—(1) The Tribunal may, while passing an order of winding up of a company,",210A,CONSTITUTION OF NATIONAL ADVISORY COMMITTEE ON ACCOUNT-ING STANDARDS,2.600,"shared_keywords=['advisory', 'committee']; title_jaccard=0.20"
companies_2013_to_1956,303,Appeals from orders made before commencement of Act.—Nothing in this Chapter shall affect,10F,APPEALS AGAINST THE ORDERS OF THE COMPANY LAW BOARD,2.600,"shared_keywords=['appeals', 'orders']; title_jaccard=0.20"
companies_1956_to_2013,303,Appeals from orders made before commencement of Act.—Nothing in this Chapter shall affect,10F,APPEALS AGAINST THE ORDERS OF THE COMPANY LAW BOARD,2.600,"shared_keywords=['appeals', 'orders']; title_jaccard=0.20"
companies_2013_to_1956,349,Official Liquidator to make payments into public account of India. —Every Official,50,POWER FOR COMPANY TO HAVE OFFICIAL SEAL FOR USE OUTSIDE INDIA,2.600,"shared_keywords=['india', 'official']; title_jaccard=0.20"
companies_1956_to_2013,349,Official Liquidator to make payments into public account of India. —Every Official,50,POWER FOR COMPANY TO HAVE OFFICIAL SEAL FOR USE OUTSIDE INDIA,2.600,"shared_keywords=['india', 'official']; title_jaccard=0.20"
companies_2013_to_1956,460,"Condonation of delay in certain cases.—Notwithstanding anything contained in this Act,",43A,PRIVATE COMPANY TO BECOME PUBLIC COMPANY IN CERTAIN CASES,2.600,"shared_keywords=['cases', 'certain']; title_jaccard=0.20"
companies_1956_to_2013,460,"Condonation of delay in certain cases.—Notwithstanding anything contained in this Act,",43A,PRIVATE COMPANY TO BECOME PUBLIC COMPANY IN CERTAIN CASES,2.600,"shared_keywords=['cases', 'certain']; title_jaccard=0.20"
companies_2013_to_1956,40,"Securities to be dealt with in stock ex changes.—(1) Every company making public offer shall,",73,ALLOTMENT OF SHARES AND DEBENTURES TO BE DEALT IN ON STOCK EXCHANGE,2.545,"shared_keywords=['dealt', 'stock']; title_jaccard=0.18"
companies_1956_to_2013,40,"Securities to be dealt with in stock ex changes.—(1) Every company making public offer shall,",73,ALLOTMENT OF SHARES AND DEBENTURES TO BE DEALT IN ON STOCK EXCHANGE,2.545,"shared_keywords=['dealt', 'stock']; title_jaccard=0.18"
companies_2013_to_1956,106,"Restriction on voting rights.—(1) Notwithstanding anything contained in this Act, the articles of",89,TERMINATION OF DISPROPORTIONATELY EXCESSIVE VOTING RIGHTS IN EXISTING COMPANIES,2.545,"shared_keywords=['rights', 'voting']; title_jaccard=0.18"
companies_1956_to_2013,106,"Restriction on voting rights.—(1) Notwithstanding anything contained in this Act, the articles of",89,TERMINATION OF DISPROPORTIONATELY EXCESSIVE VOTING RIGHTS IN EXISTING COMPANIES,2.545,"shared_keywords=['rights', 'voting']; title_jaccard=0.18"
companies_2013_to_1956,11,Regulatory Deferral Account Balances shall be presented in the Balance Sheet in accordance with the relevant Indian,210,ANNUAL ACCOUNTS AND BALANCE SHEET,2.500,"shared_keywords=['balance', 'sheet']; title_jaccard=0.17"
companies_1956_to_2013,11,Regulatory Deferral Account Balances shall be presented in the Balance Sheet in accordance with the relevant Indian,210,ANNUAL ACCOUNTS AND BALANCE SHEET,2.500,"shared_keywords=['balance', 'sheet']; title_jaccard=0.17"
companies_2013_to_1956,17,"(i) Any sum which by the terms of issue of a share becomes payable on allotment or at any fixed date, whether",114,ISSUE AND EFFECT OF SHARE WARRANTS TO BEARER,2.500,"shared_keywords=['issue', 'share']; title_jaccard=0.17"
companies_1956_to_2013,17,"(i) Any sum which by the terms of issue of a share becomes payable on allotment or at any fixed date, whether",114,ISSUE AND EFFECT OF SHARE WARRANTS TO BEARER,2.500,"shared_keywords=['issue', 'share']; title_jaccard=0.17"
companies_2013_to_1956,42,"Issue of shares on private placement basis.—(1) A company may, subject to the provisions of",91,CALLS ON SHARES OF SAME CLASS TO BE MADE ON UNIFORM BASIS,2.500,"shared_keywords=['basis', 'shares']; title_jaccard=0.17"
companies_1956_to_2013,42,"Issue of shares on private placement basis.—(1) A company may, subject to the provisions of",91,CALLS ON SHARES OF SAME CLASS TO BE MADE ON UNIFORM BASIS,2.500,"shared_keywords=['basis', 'shares']; title_jaccard=0.17"
companies_2013_to_1956,93,"[Return to be filed with Registrar in case promoter’s stake changes .] Omitted by the Companies Act,",220,"THREE COPIES OF BALANCE SHEET, ETC., TO BE FILED WITH REGISTRAR",2.500,"shared_keywords=['filed', 'registrar']; title_jaccard=0.17"
companies_1956_to_2013,93,"[Return to be filed with Registrar in case promoter’s stake changes .] Omitted by the Companies Act,",220,"THREE COPIES OF BALANCE SHEET, ETC., TO BE FILED WITH REGISTRAR",2.500,"shared_keywords=['filed', 'registrar']; title_jaccard=0.17"
companies_2013_to_1956,240,"Liability of officers in respect of offences committed prior to merger, amalgamation, etc",201,AVOIDANCE OF PROVISIONS RELIEVING LIABILITY OF OFFICERS AND AUDITORS OF COMPANY,2.500,"shared_keywords=['liability', 'officers']; title_jaccard=0.17"
companies_1956_to_2013,240,"Liability of officers in respect of offences committed prior to merger, amalgamation, etc",201,AVOIDANCE OF PROVISIONS RELIEVING LIABILITY OF OFFICERS AND AUDITORS OF COMPANY,2.500,"shared_keywords=['liability', 'officers']; title_jaccard=0.17"
companies_2013_to_1956,327,"Preferential payments.—(1) In a winding up, subject to the provisions of section 326, there shall",123,PAYMENTS OF CERTAIN DEBTS OUT OF ASSETS SUBJECT TO FLOATING CHARGE IN PRIORITY TO,2.500,"shared_keywords=['payments', 'subject']; title_jaccard=0.17"
companies_1956_to_2013,327,"Preferential payments.—(1) In a winding up, subject to the provisions of section 326, there shall",123,PAYMENTS OF CERTAIN DEBTS OUT OF ASSETS SUBJECT TO FLOATING CHARGE IN PRIORITY TO,2.500,"shared_keywords=['payments', 'subject']; title_jaccard=0.17"
companies_2013_to_1956,330,Certain transfers to be void.—Any transfer or assignment by a company of all its properties or,125,CERTAIN CHARGES TO BE VOID AGAINST LIQUIDATOR OR CREDITORS UNLESS REGISTERED,2.500,"shared_keywords=['certain', 'void']; title_jaccard=0.17"
companies_1956_to_2013,330,Certain transfers to be void.—Any transfer or assignment by a company of all its properties or,125,CERTAIN CHARGES TO BE VOID AGAINST LIQUIDATOR OR CREDITORS UNLESS REGISTERED,2.500,"shared_keywords=['certain', 'void']; title_jaccard=0.17"
companies_2013_to_1956,85,"(i) Any dividend, interest or other monies payable in cash in respect of shares may be paid by cheque or",206,DIVIDEND NOT TO BE PAID EXCEPT TO REGISTERED SHAREHOLDERS OR TO THEIR ORDER OR TO,2.462,"shared_keywords=['dividend', 'paid']; title_jaccard=0.15"
companies_1956_to_2013,85,"(i) Any dividend, interest or other monies payable in cash in respect of shares may be paid by cheque or",206,DIVIDEND NOT TO BE PAID EXCEPT TO REGISTERED SHAREHOLDERS OR TO THEIR ORDER OR TO,2.462,"shared_keywords=['dividend', 'paid']; title_jaccard=0.15"
companies_2013_to_1956,432,Right to legal rep resentation.—A party to any proceeding or appeal before the Tribunal or the Appellate,134,DUTY OF COMPANY AS REGARDS REGISTRATION AND RIGHT OF INTERESTED PARTY,2.462,"shared_keywords=['party', 'right']; title_jaccard=0.15"
companies_1956_to_2013,432,Right to legal rep resentation.—A party to any proceeding or appeal before the Tribunal or the Appellate,134,DUTY OF COMPANY AS REGARDS REGISTRATION AND RIGHT OF INTERESTED PARTY,2.462,"shared_keywords=['party', 'right']; title_jaccard=0.15"
companies_2013_to_1956,463,"Power of court to grant relief in certain cases.—(1) If in any proceeding for negligence, default,",70,PROHIBITION OF ALLOTMENT IN CERTAIN CASES UNLESS STATEMENT IN LIEU OF PROSPECTUS,2.462,"shared_keywords=['cases', 'certain']; title_jaccard=0.15"
companies_1956_to_2013,463,"Power of court to grant relief in certain cases.—(1) If in any proceeding for negligence, default,",70,PROHIBITION OF ALLOTMENT IN CERTAIN CASES UNLESS STATEMENT IN LIEU OF PROSPECTUS,2.462,"shared_keywords=['cases', 'certain']; title_jaccard=0.15"
companies_2013_to_1956,13,"(i) The Board may, from time to time, make calls upon the members in respect of any monies unpaid on their",181,"RESTRICTION ON EXERCISE OF VOTING RIGHT OF MEMBERS WHO HAVE NOT PAID CALLS, ETC",2.400,"shared_keywords=['calls', 'members']; title_jaccard=0.13"
companies_1956_to_2013,13,"(i) The Board may, from time to time, make calls upon the members in respect of any monies unpaid on their",181,"RESTRICTION ON EXERCISE OF VOTING RIGHT OF MEMBERS WHO HAVE NOT PAID CALLS, ETC",2.400,"shared_keywords=['calls', 'members']; title_jaccard=0.13"
companies_2013_to_1956,4,Memorandum.—(1) The memorandum of a company shall state,14,FORM OF MEMORANDUM,2.000,shared_keywords=['memorandum']; title_jaccard=0.33
companies_1956_to_2013,4,Memorandum.—(1) The memorandum of a company shall state,14,FORM OF MEMORANDUM,2.000,shared_keywords=['memorandum']; title_jaccard=0.33
